WAVY_001:media:32,6:127.0.0.1
WAVY_001:media:33,2:127.0.0.1
WAVY_001:media:30,0:127.0.0.1
WAVY_001:media:34,1:127.0.0.1
WAVY_001:media:32,3:127.0.0.1
WAVY_001:media:33,8:127.0.0.1
WAVY_001:media:31,2:127.0.0.1
WAVY_001:media:32,1:127.0.0.1
WAVY_001:media:30,9:127.0.0.1
WAVY_001:media:33,1:127.0.0.1
WAVY_001:media:30,5:127.0.0.1
WAVY_001:media:34,8:127.0.0.1
WAVY_001:media:33,1:127.0.0.1
WAVY_001:media:32,6:127.0.0.1
WAVY_001:media:33,0:127.0.0.1
WAVY_001:media:34,1:127.0.0.1
WAVY_001:media:32,4:127.0.0.1
WAVY_001:media:32,1:127.0.0.1
WAVY_001:media:31,8:127.0.0.1
WAVY_001:media:31,9:127.0.0.1
WAVY_001:media:30,7:127.0.0.1
WAVY_001:media:33,4:127.0.0.1
WAVY_001:media:34,0:127.0.0.1
WAVY_001:media:30,9:127.0.0.1
WAVY_001:media:34,8:127.0.0.1
WAVY_001:media:33,9:127.0.0.1
WAVY_001:media:30,2:127.0.0.1
WAVY_001:media:33,7:127.0.0.1
WAVY_001:media:32,9:127.0.0.1
WAVY_001:media:32,5:127.0.0.1
WAVY_001:media:31,6:127.0.0.1
WAVY_001:media:30,4:127.0.0.1
WAVY_001:media:30,3:127.0.0.1
WAVY_001:media:33,5:127.0.0.1
WAVY_001:media:32,8:127.0.0.1
WAVY_001:media:33,7:127.0.0.1
WAVY_001:media:34,6:127.0.0.1
WAVY_001:media:34,2:127.0.0.1
WAVY_001:media:31,9:127.0.0.1
WAVY_001:media:33,6:127.0.0.1
WAVY_001:media:33,3:127.0.0.1
WAVY_001:media:31,7:127.0.0.1
WAVY_001:media:33,0:127.0.0.1
WAVY_001:media:34,5:127.0.0.1
WAVY_001:media:31,8:127.0.0.1
WAVY_001:media:32,3:127.0.0.1
WAVY_001:media:30,6:127.0.0.1
WAVY_001:media:34,7:127.0.0.1
WAVY_001:media:30,5:127.0.0.1
WAVY_001:media:33,4:127.0.0.1
WAVY_001:media:32,1:127.0.0.1
WAVY_001:media:34,8:127.0.0.1
WAVY_001:media:32,7:127.0.0.1
WAVY_001:media:32,7:127.0.0.1
WAVY_001:media:34,4:127.0.0.1
WAVY_001:media:35,0:127.0.0.1
WAVY_001:media:30,4:127.0.0.1
WAVY_001:media:31,9:127.0.0.1
WAVY_001:media:34,7:127.0.0.1
WAVY_001:media:30,8:127.0.0.1
WAVY_001:media:31,7:127.0.0.1
