WAVY_001:media:22,9:127.0.0.1
WAVY_001:media:23,5:127.0.0.1
WAVY_001:media:23,0:127.0.0.1
WAVY_001:media:18,8:127.0.0.1
WAVY_001:media:21,8:127.0.0.1
WAVY_001:media:17,5:127.0.0.1
WAVY_001:media:22,1:127.0.0.1
WAVY_001:media:17,3:127.0.0.1
WAVY_001:media:24,7:127.0.0.1
WAVY_001:media:18,7:127.0.0.1
WAVY_001:media:24,1:127.0.0.1
WAVY_001:media:24,9:127.0.0.1
WAVY_001:media:20,1:127.0.0.1
WAVY_001:media:15,9:127.0.0.1
WAVY_001:media:19,5:127.0.0.1
WAVY_001:media:23,0:127.0.0.1
WAVY_001:media:16,7:127.0.0.1
WAVY_001:media:20,7:127.0.0.1
WAVY_001:media:18,4:127.0.0.1
WAVY_001:media:21,2:127.0.0.1
WAVY_001:media:24,2:127.0.0.1
WAVY_001:media:20,9:127.0.0.1
WAVY_001:media:24,8:127.0.0.1
WAVY_001:media:22,3:127.0.0.1
WAVY_001:media:22,4:127.0.0.1
WAVY_001:media:23,6:127.0.0.1
WAVY_001:media:17,1:127.0.0.1
WAVY_001:media:16,7:127.0.0.1
WAVY_001:media:20,7:127.0.0.1
WAVY_001:media:24,1:127.0.0.1
WAVY_001:media:15,9:127.0.0.1
WAVY_001:media:21,3:127.0.0.1
WAVY_001:media:23,2:127.0.0.1
WAVY_001:media:22,4:127.0.0.1
WAVY_001:media:21,1:127.0.0.1
WAVY_001:media:20,2:127.0.0.1
WAVY_001:media:22,0:127.0.0.1
WAVY_001:media:15,7:127.0.0.1
WAVY_001:media:20,2:127.0.0.1
WAVY_001:media:16,8:127.0.0.1
WAVY_001:media:16,8:127.0.0.1
WAVY_001:media:24,1:127.0.0.1
WAVY_001:media:23,6:127.0.0.1
WAVY_001:media:16,7:127.0.0.1
WAVY_001:media:19,2:127.0.0.1
WAVY_001:media:21,3:127.0.0.1
WAVY_001:media:18,7:127.0.0.1
WAVY_001:media:21,9:127.0.0.1
WAVY_001:media:16,7:127.0.0.1
WAVY_001:media:20,2:127.0.0.1
WAVY_001:media:15,7:127.0.0.1
WAVY_001:media:22,8:127.0.0.1
WAVY_001:media:20,7:127.0.0.1
WAVY_001:media:22,6:127.0.0.1
WAVY_001:media:21,8:127.0.0.1
WAVY_001:media:16,9:127.0.0.1
WAVY_001:media:24,2:127.0.0.1
WAVY_001:media:20,7:127.0.0.1
WAVY_001:media:17,7:127.0.0.1
WAVY_001:media:21,1:127.0.0.1
WAVY_001:media:15,7:127.0.0.1
